Boarding Stop,Alighting Stop,Hour,Total
410460005,410459657.0,19,4
410460005,410459904.0,19,3
410460005,410459897.0,19,6
410460005,410467153.0,19,1
410460005,1531005322.0,19,1
410460005,410475114.0,19,1
410460005,410480716.0,19,1
410460005,410465916.0,19,2
410460005,410465917.0,19,6
410460005,410464251.0,19,2
410460005,410466111.0,19,1
410460005,410462762.0,19,1
410460005,410465915.0,19,1
410460005,410465917.0,19,1
410459904,1531005322.0,19,3
410459904,410480724.0,19,1
410459904,410466111.0,19,1
410459897,1531005322.0,19,2
410459901,410464248.0,19,1
410459901,410466111.0,19,1
410459901,410465915.0,19,2
410482562,410465917.0,19,2
410482568,410464251.0,19,1
410482568,410466111.0,19,1
410482572,410480724.0,19,1
410482572,410466111.0,19,1
410482520,410465916.0,19,4
410482520,410465917.0,19,4
410467153,410464251.0,19,1
410462101,1531005322.0,19,6
410462101,410466111.0,19,2
410462103,1531005322.0,19,3
410462103,410475114.0,19,1
410462103,410480721.0,19,1
410462103,410465916.0,19,1
410462103,410465915.0,19,1
410462103,410465915.0,19,1
410459651,1531005322.0,19,3
1531005322,410482568.0,19,1
1531005322,410482572.0,19,1
1531005322,410482520.0,19,3
1531005322,410482564.0,19,3
1531005322,410480724.0,19,2
1531005322,410480716.0,19,1
1531005322,410465916.0,19,1
1531005322,410465916.0,19,3
1531005322,410465917.0,19,3
1531005322,410464251.0,19,1
1531005322,410466111.0,19,2
1531005322,410465917.0,19,7
1531005322,410462762.0,19,1
410475114,410482520.0,19,1
410475114,1531005322.0,19,1
410475114,410471081.0,19,1
410475114,410466111.0,19,1
410475114,410465915.0,19,1
410475114,410462762.0,19,1
410482570,410480724.0,19,2
410482570,410480721.0,19,1
410482570,410464251.0,19,3
410482564,410480724.0,19,1
410480724,410464248.0,19,1
410480724,410466111.0,19,1
410480724,410466111.0,19,1
410480721,410462762.0,19,1
410480722,410480724.0,19,3
410480722,410465917.0,19,1
410480716,410465917.0,19,1
410480716,410465915.0,19,1
410465916,410464251.0,19,4
410465916,410464251.0,19,1
410465916,410465917.0,19,1
410466111,410464251.0,19,4
410462762,410464251.0,19,2
410465915,410464251.0,19,6
410465915,410466111.0,19,3
410465915,410462762.0,19,2
410465915,410462762.0,19,2
410465917,410464251.0,19,2
410465917,410464251.0,19,1
410465917,410462762.0,19,1
410465917,410465915.0,19,3
